ticker,date,open,high,low,close,adj_close,volume,dividends,stock_splits
JNJ,2021-01-04,157.24000549316406,157.3800048828125,154.1300048828125,156.5,135.7776336669922,11765900,0.0,0.0
JNJ,2021-01-05,156.25,158.75999450683594,155.07000732421875,158.33999633789062,137.37400817871094,9602300,0.0,0.0
JNJ,2021-01-06,157.24000549316406,160.22999572753906,156.72000122070312,159.8300018310547,138.66671752929688,8230100,0.0,0.0
JNJ,2021-01-07,159.0,161.02999877929688,158.35000610351562,160.3699951171875,139.1352081298828,7747200,0.0,0.0
JNJ,2021-01-08,160.50999450683594,161.10000610351562,159.8800048828125,160.0399932861328,138.8489227294922,8228900,0.0,0.0
JNJ,2021-01-11,160.55999755859375,161.32000732421875,158.77000427246094,159.3699951171875,138.2676239013672,7066200,0.0,0.0
JNJ,2021-01-12,159.14999389648438,159.66000366210938,157.3300018310547,158.1300048828125,137.19180297851562,6903200,0.0,0.0
JNJ,2021-01-13,158.22999572753906,158.4600067138672,156.75,157.88999938964844,136.9835968017578,6643100,0.0,0.0
JNJ,2021-01-14,160.4499969482422,161.9499969482422,159.61000061035156,160.64999389648438,139.37814331054688,10030800,0.0,0.0
JNJ,2021-01-15,160.3000030517578,161.41000366210938,159.11000061035156,160.3000030517578,139.07449340820312,7630800,0.0,0.0
JNJ,2021-01-19,162.0,163.0399932861328,161.10000610351562,162.77999877929688,141.22610473632812,9057600,0.0,0.0
JNJ,2021-01-20,163.1999969482422,164.13999938964844,161.8000030517578,162.3800048828125,140.87904357910156,6839900,0.0,0.0
JNJ,2021-01-21,161.32000732421875,162.47999572753906,160.05999755859375,161.72999572753906,140.31515502929688,6818000,0.0,0.0
JNJ,2021-01-22,162.36000061035156,165.16000366210938,161.8699951171875,163.5500030517578,141.89414978027344,8137000,0.0,0.0
JNJ,2021-01-25,165.00999450683594,166.08999633789062,163.66000366210938,165.97999572753906,144.00238037109375,9924400,0.0,0.0
JNJ,2021-01-26,169.6999969482422,173.64999389648438,169.38999938964844,170.47999572753906,147.90652465820312,14205700,0.0,0.0
JNJ,2021-01-27,169.1199951171875,170.9199981689453,167.4499969482422,167.8800048828125,145.6508331298828,14207300,0.0,0.0
JNJ,2021-01-28,168.1999969482422,170.86000061035156,167.8000030517578,169.16000366210938,146.7613525390625,8944400,0.0,0.0
JNJ,2021-01-29,164.25999450683594,166.0,160.5500030517578,163.1300048828125,141.52980041503906,22505900,0.0,0.0
JNJ,2021-02-01,165.30999755859375,165.30999755859375,162.60000610351562,162.7100067138672,141.1653594970703,9971400,0.0,0.0
JNJ,2021-02-02,163.3800048828125,163.66000366210938,161.17999267578125,161.25,139.89866638183594,11443300,0.0,0.0
JNJ,2021-02-03,160.94000244140625,161.52000427246094,159.57000732421875,160.5,139.2480010986328,8601900,0.0,0.0
JNJ,2021-02-04,161.0,162.08999633789062,159.75999450683594,161.99000549316406,140.5407257080078,7758100,0.0,0.0
JNJ,2021-02-05,164.86000061035156,165.44000244140625,163.86000061035156,164.4499969482422,142.67495727539062,9495300,0.0,0.0
JNJ,2021-02-08,165.02999877929688,165.9199981689453,163.8800048828125,164.9199981689453,143.08277893066406,6035300,0.0,0.0
JNJ,2021-02-09,165.1999969482422,166.58999633789062,164.97000122070312,166.27000427246094,144.25399780273438,5544200,0.0,0.0
JNJ,2021-02-10,167.88999938964844,167.94000244140625,165.6999969482422,166.80999755859375,144.72247314453125,5921300,0.0,0.0
JNJ,2021-02-11,167.0,167.3800048828125,165.60000610351562,166.05999755859375,144.0718231201172,4871300,0.0,0.0
JNJ,2021-02-12,164.39999389648438,166.85000610351562,164.0,166.5800018310547,144.52291870117188,4413100,0.0,0.0
JNJ,2021-02-16,166.5800018310547,167.0500030517578,164.63999938964844,165.07000732421875,143.212890625,5656100,0.0,0.0
JNJ,2021-02-17,164.97000122070312,166.08999633789062,164.36000061035156,165.66000366210938,143.7247772216797,6676700,0.0,0.0
JNJ,2021-02-18,164.9600067138672,166.16000366210938,164.3000030517578,165.74000549316406,143.79417419433594,5189100,0.0,0.0
JNJ,2021-02-19,165.60000610351562,165.9600067138672,162.91000366210938,162.97999572753906,141.39962768554688,8190900,0.0,0.0
