ticker,earnings_date,px_-5,px_-1,px_+0,px_+1,px_+5,px_+10,pct_m5_p5,logpct_m5_p5,pct_m1_p1,logpct_m1_p1,pct_p0_p1,logpct_p0_p1,pct_p0_p5,logpct_p0_p5,pct_p0_p10,logpct_p0_p10,car_simple_m5_p5_pct,car_mm_1y_m5_p5_pct,car_mm_1q_m5_p5_pct,car_simple_m1_p1_pct,car_mm_1y_m1_p1_pct,car_mm_1q_m1_p1_pct,car_simple_p0_p1_pct,car_mm_1y_p0_p1_pct,car_mm_1q_p0_p1_pct,car_simple_p0_p5_pct,car_mm_1y_p0_p5_pct,car_mm_1q_p0_p5_pct,car_simple_p0_p10_pct,car_mm_1y_p0_p10_pct,car_mm_1q_p0_p10_pct,announce_timing,pre_close_date,day0_date,dt_m5,dt_m1,dt_p1,dt_p5,dt_p10,path_start,path_end,pre_bdays,post_bdays,event_date_dt,sur_period_end,sur_quarter_rank,sur_actual_revenue,sur_actual_ebitda,sur_actual_ebit,sur_actual_netIncome,sur_actual_eps,sur_est_revenue,sur_est_ebitda,sur_est_ebit,sur_est_netIncome,sur_est_eps,sur_surprise_revenue,sur_surprise_revenue_pct,sur_surprise_ebitda,sur_surprise_ebitda_pct,sur_surprise_ebit,sur_surprise_ebit_pct,sur_surprise_netIncome,sur_surprise_netIncome_pct,sur_surprise_eps,sur_surprise_eps_pct,sur_period_end_dt,gro_symbol,gro_date,gro_fiscalYear,gro_period,gro_reportedCurrency,gro_growthRevenue,gro_growthCostOfRevenue,gro_growthGrossProfit,gro_growthGrossProfitRatio,gro_growthResearchAndDevelopmentExpenses,gro_growthGeneralAndAdministrativeExpenses,gro_growthSellingAndMarketingExpenses,gro_growthOtherExpenses,gro_growthOperatingExpenses,gro_growthCostAndExpenses,gro_growthInterestIncome,gro_growthInterestExpense,gro_growthDepreciationAndAmortization,gro_growthEBITDA,gro_growthOperatingIncome,gro_growthIncomeBeforeTax,gro_growthIncomeTaxExpense,gro_growthNetIncome,gro_growthEPS,gro_growthEPSDiluted,gro_growthWeightedAverageShsOut,gro_growthWeightedAverageShsOutDil,gro_growthEBIT,gro_growthNonOperatingIncomeExcludingInterest,gro_growthNetInterestIncome,gro_growthTotalOtherIncomeExpensesNet,gro_growthNetIncomeFromContinuingOperations,gro_growthOtherAdjustmentsToNetIncome,gro_growthNetIncomeDeductions,gro_period_end_dt,gro_period_end,est_date_x,est_symbol,est_estimate_date_raw,est_revenueLow,est_revenueHigh,est_revenueAvg,est_ebitdaLow,est_ebitdaHigh,est_ebitdaAvg,est_ebitLow,est_ebitHigh,est_ebitAvg,est_netIncomeLow,est_netIncomeHigh,est_netIncomeAvg,est_sgaExpenseLow,est_sgaExpenseHigh,est_sgaExpenseAvg,est_epsAvg,est_epsHigh,est_epsLow,est_numAnalystsRevenue,est_numAnalystsEps,est_period_end_dt,est_period_end
GOOGL,2021-02-02,90.26498413085938,95.2364273071289,102.17201232910156,101.91148376464844,103.54167175292967,104.50092315673828,14.708569164342578,13.722454472317173,7.008932029750636,6.77421219033685,-0.2549901470218163,-0.2553158006047007,1.3405426717214564,1.3316369006075226,2.2794019365451668,2.2538117102049635,9.882786419627603,9.554438796019932,8.814242533459343,,,,,,,-0.7200613951315322,-0.8854627266212584,-1.238649251192995,0.101146812765749,-0.2968985939456153,-0.0768646379149562,amc,2021-02-02,2021-02-03,2021-01-27,2021-02-02,2021-02-04,2021-02-10,2021-02-18,2021-01-27,2021-02-18,5,10,2021-02-02,2020-12-31,1,56898000000,22467000000,18742000000,15227000000,1.13,52686983687,14766047169,10286349056,10007682389,0.78739,4211016313,7.992517351185977,7700952831,52.15311005620694,8455650944,82.20264447537721,5219317611,52.15311006209432,0.3426099999999998,43.512109628011515,2020-12-31,GOOGL,2020-12-31,2020,Q4,USD,0.2322786043791826,0.2350239143817777,0.2299648786717752,-0.0018775995406138,0.0242123687281213,0.0272133526850507,0.2559678562987473,0.0,0.095644007801777,0.1798340961098398,-0.1608695652173913,0.1041666666666666,0.0710178263369752,0.330589280426414,0.3957906001962008,0.3989819597275245,0.6392045454545454,0.3538721436827598,0.36144578313253,0.3658536585365856,-0.0056914261363687,-0.0042021286735078,0.3979264563287835,-0.4088422971741112,-0.1917475728155339,0.4156570363466915,0.3538721436827598,0.0,0,2020-12-31,2020-12-31,2020-12-31,GOOGL,2020-12-29,51249383551,54439622983,52686983687,11812837735,17719256603,14766047169,8229079245,12343618867,10286349056,8006145911,12009218867,10007682389,4282528301,6423792452,5353160376,0.78739,0.82144,0.75946,5,4,2020-12-31,2020-12-31
GOOGL,2021-04-27,113.063232421875,113.68999481201172,117.06747436523438,118.7408218383789,114.87056732177734,109.18750762939452,1.5985169194160376,1.585875179990711,4.442631064166047,4.346774963741326,1.4293871822363968,1.4192677601381856,-1.87661607578804,-1.8944479583314704,-6.731132433296927,-6.9683814775765835,1.821070640603973,1.1495487786362917,0.5233496689034445,,,,,,,-1.4911835360193428,-1.7741827290031282,-2.0572489973067243,-3.970345845992489,-4.166726059554169,-4.5224627882999355,amc,2021-04-27,2021-04-28,2021-04-21,2021-04-27,2021-04-29,2021-05-05,2021-05-12,2021-04-21,2021-05-12,5,10,2021-04-27,2021-03-31,2,55314000000,24112000000,21359000000,17930000000,1.33,51508513469,19416157839,13235873689,14438110071,0.78795,3805486531,7.388072912044535,4695842161,24.18522861185111,8123126311,61.372044655812374,3491889929,24.185228619455646,0.54205,68.79243606827843,2021-03-31,GOOGL,2021-03-31,2021,Q1,USD,-0.0278392913634925,-0.0758052147239263,0.0127522876241157,0.0417539800937043,0.0659356308743947,-0.0204874602613917,-0.150169363944298,0.0,-0.0259115184281664,-0.057458724270856,-0.1062176165803108,0.4339622641509434,-0.2609395973154362,0.0732184982418658,0.0502204331991566,0.1387982235539622,-0.0314846909300982,0.1775136271097392,0.176991150442478,0.169642857142857,-0.0034962446646494,-0.0013148473856329,0.1396329100416177,-0.5923649304432222,-0.1921921921921922,0.5951283739302172,0.1775136271097392,0.0,0,2021-03-31,2021-03-31,2021-03-31,GOOGL,2021-03-29,50103068693,53221950802,51508513469,15532926271,23299389407,19416157839,10588698951,15883048427,13235873689,11550488057,17325732086,14438110071,4695566505,7043349758,5869458131,0.78795,0.82202,0.76,8,7,2021-03-31,2021-03-31
GOOGL,2021-07-27,126.59251403808594,130.91085815429688,135.0734100341797,134.75929260253906,134.11219787597656,135.25704956054688,5.940069912529178,5.770337005377641,2.9397366288029803,2.8973549740947475,-0.2325531217144405,-0.2328239464422457,-0.7116220416438002,-0.7141661480942031,0.1359553492583876,0.1358630136540817,4.888677137681011,3.913960170541971,3.313669962609583,,,,,,,-0.7613321447090097,-1.1098063417806148,-1.374717905161582,-0.8035639184550639,-1.7588925995596305,-2.3542641951702143,amc,2021-07-27,2021-07-28,2021-07-21,2021-07-27,2021-07-29,2021-08-04,2021-08-11,2021-07-21,2021-08-11,5,10,2021-07-27,2021-06-30,3,61880000000,25006000000,22061000000,18525000000,1.38,56190352000,15740327802,12187014580,11660784313,0.96207,5689648000,10.125667125203272,9265672198,58.865814705731125,9873985420,81.02054326089106,6864215687,58.865814706369655,0.4179299999999999,43.4407059777355,2021-06-30,GOOGL,2021-06-30,2021,Q2,USD,0.1187041255378385,0.0881218105630004,0.1423216173784883,0.0211114729019948,0.0253841015364061,0.2048323115759105,0.1682905225863596,0.0,0.1027480709354271,0.0936800679064742,0.1275362318840579,0.0,0.0697420995277878,0.0370769741207697,0.1778913427024396,0.0329840717943898,0.0319117208470026,0.0331846068042387,0.0375939849624058,0.0381679389312977,-0.0063307670121295,-0.0036051879593362,0.0328667072428484,0.4514425030475416,0.1635687732342007,-0.4585224927775485,0.0331846068042387,0.0,0,2021-06-30,2021-06-30,2021-06-30,GOOGL,2021-06-29,54657160080,58059531294,56190352000,12592262242,18888393363,15740327802,9749611664,14624417496,12187014580,9328627450,13992941176,11660784313,4339259527,6508889291,5424074409,0.96207,0.98665,0.93749,16,17,2021-06-30,2021-06-30
GOOGL,2021-10-26,140.7058563232422,138.26382446289062,145.1210174560547,144.75527954101562,145.49867248535156,144.7994384765625,3.4062662971887203,3.3495376737299223,4.694977231638253,4.588095778291633,-0.2520227059115143,-0.2523408177213844,0.2602345517672688,0.2598965279670825,-0.2215936637775861,-0.221839545843259,0.8810140296911797,-0.7342917205874226,0.4443215310661381,,,,,,,-2.04017915648962,-3.159827403548899,-2.56950443569107,-2.201482200594277,-3.621048543928506,-2.4430729241256532,amc,2021-10-26,2021-10-27,2021-10-20,2021-10-26,2021-10-28,2021-11-03,2021-11-10,2021-10-20,2021-11-10,5,10,2021-10-26,2021-09-30,4,65118000000,26445000000,23141000000,18936000000,1.42,63529340265,20888463035,16612035019,14957229571,1.18668,1588659735,2.5006709157898097,5556536965,26.60098522179279,6528964981,39.30261989896182,3978770429,26.60098523000734,0.2333199999999999,19.66157683621532,2021-09-30,GOOGL,2021-09-30,2021,Q3,USD,0.0523270846800258,0.0531513325961795,0.051720752811825,-0.0005761818921669,0.0024755700325732,-0.0254414845854534,0.045489006823351,0.0,0.0106800883869383,0.0368776311766504,-0.0051413881748071,0.0131578947368421,0.1219015280135823,0.0575461889146604,0.0862558752130571,0.0490789174437116,0.1930635838150289,0.0221862348178137,0.0289855072463768,0.0294117647058822,-0.0047835604553172,-0.004551134787703,0.048955169756584,0.2185185185185185,-0.0095846645367412,-0.2252286585365853,0.0221862348178137,0.0,0,2021-09-30,2021-09-30,2021-09-30,GOOGL,2021-09-29,61795899065,65642651949,63529340265,16710770428,25066155642,20888463035,13289628015,19934442023,16612035019,11965783657,17948675486,14957229571,5543084824,8314627237,6928856030,1.18668,1.216,1.15737,18,17,2021-09-30,2021-09-30
GOOGL,2022-02-01,128.26388549804688,136.61180114746094,146.89012145996094,142.01695251464844,140.53016662597656,136.70510864257812,9.563316346062557,9.133242762795438,3.9565771930296862,3.880309897451847,-3.3175607024334974,-3.3738399838426503,-4.329736248273141,-4.426265941118265,-6.933762948898526,-7.185871999173143,4.182437983015384,2.1932931091426853,3.0703626474538734,,,,,,,-4.3142261822932655,-4.636638508651818,-4.153000192066822,-4.562871488991022,-4.6054385076177535,-3.597748950002478,amc,2022-02-01,2022-02-02,2022-01-26,2022-02-01,2022-02-03,2022-02-09,2022-02-16,2022-01-26,2022-02-16,5,10,2022-02-01,2021-12-31,5,75325000000,27958000000,24519000000,20642000000,1.56,72270996583,24532275786,19203407095,18112713240,1.384,3054003417,4.225766298230874,3425724214,13.96415173171574,5315592905,27.68046773524904,2529286760,13.964151734121971,0.1760000000000001,12.71676300578036,2021-12-31,GOOGL,2021-12-31,2021,Q4,USD,0.1567462145643293,0.1943086781796459,0.1290769928260927,-0.0239198722025324,0.1317910059786846,0.2714987714987715,0.378535170413343,0.0,0.2420745779181343,0.2121487059677456,-0.0232558139534883,0.5194805194805194,0.0408595641646489,0.0572130837587445,0.040606723408302,0.0580124869927159,-0.0891472868217054,0.0900929446556823,0.0985915492957747,0.0928571428571429,-0.0046488363531363,-0.0059510523899519,0.0595479884188237,-0.2483412322274881,-0.1580645161290322,0.2380718150516478,0.0900929446556823,0.0,0,2021-12-31,2021-12-31,2021-12-31,GOOGL,2021-12-29,70299033353,74675100590,72270996583,19625820629,29438730943,24532275786,15362725676,23044088514,19203407095,14490170592,21735255888,18112713240,8243995903,12365993855,10304994879,1.384,1.44385,1.33491,30,17,2021-12-31,2021-12-31
GOOGL,2022-04-26,127.07981872558594,117.76023864746094,113.43739318847656,117.6336898803711,121.34414672851562,112.7505874633789,-4.513440493219322,-4.618468655484282,-0.1074630694904543,-0.1075208524475781,3.6992181977616223,3.632439014241992,6.970147424757878,6.7379613516881705,-0.605449143173209,-0.6072894182108755,-0.6723789506254872,0.2279888561653211,0.631097577558539,,,,,,,4.1031037891753,3.0325924931567574,3.005107612020427,5.667117886651337,7.381007208042137,7.906644330255305,amc,2022-04-26,2022-04-27,2022-04-20,2022-04-26,2022-04-28,2022-05-04,2022-05-11,2022-04-20,2022-05-11,5,10,2022-04-26,2022-03-31,6,68011000000,22799000000,19017000000,16436000000,1.24,68055248066,23855305555,21101800925,17260336419,1.28702,-44248066,-0.0650178601319448,-1056305555,-4.42796908454858,-2084800925,-9.879729850593309,-824336419,-4.7759000693206595,-0.04702,-3.653400879551216,2022-03-31,GOOGL,2022-03-31,2022,Q1,USD,-0.0970992366412213,-0.1027343276342912,-0.0927085055625103,0.004862916490294,0.0471979788700045,-0.185024154589372,-0.233955812730142,0.0,-0.1043418736553882,-0.1033495508982036,0.0952380952380952,-0.2905982905982906,0.0997382960162838,-0.1845267901852779,-0.0818368745716244,-0.2240799934431604,-0.3356382978723404,-0.2037593256467396,-0.2051282051282051,-0.196078431372549,-0.0037918262083782,-0.0073487753390843,-0.2243974060932338,1.4088838268792712,0.2681992337164751,-1.460866110448947,-0.2037593256467396,0.0,0,2022-03-31,2022-03-31,2022-03-31,GOOGL,2022-03-29,66198314398,70319114656,68055248066,19084244444,28626366666,23855305555,16881440740,25322161111,21101800925,13808269135,20712403703,17260336419,7728295679,11592443517,9660369598,1.28702,1.35779,1.21625,15,18,2022-03-31,2022-03-31
GOOGL,2022-07-26,113.04586029052734,104.23245239257812,112.21214294433594,113.36346435546876,117.19451904296876,118.80236053466795,3.669890026737277,3.6041530545144336,8.760239017019256,8.397563142932881,1.026022122849879,1.0207942449143237,4.440139870695092,4.3443897086435275,5.872998605508473,5.707006343363531,-0.7561742494170968,-1.9804736215498917,-1.5824274612570122,,,,,,,1.1574019815132062,0.3044034173277412,0.5246160144158983,1.2175844940724296,0.0850724740654533,0.4750433231171327,amc,2022-07-26,2022-07-27,2022-07-20,2022-07-26,2022-07-28,2022-08-03,2022-08-10,2022-07-20,2022-08-10,5,10,2022-07-26,2022-06-30,7,69685000000,22996000000,19097000000,16002000000,1.22,69798841230,24166054687,20516835937,16877109375,1.26598,-113841230,-0.1630990257057022,-1170054687,-4.8417282098985925,-1419835937,-6.920345521891473,-875109375,-5.185185185185185,-0.0459800000000001,-3.6319689094614542,2022-06-30,GOOGL,2022-06-30,2022,Q2,USD,0.0246136654364735,0.0170613872090273,0.0304331979589711,0.0056797334916832,0.0791753481741419,0.0838767042086544,0.1381974248927038,0.0,0.0988099137460421,0.0483127073898616,0.1739130434782608,0.0,0.0309360126916975,0.0086407298565726,-0.031900069672539,0.0042252033379106,0.2057646116893514,-0.0264054514480408,-0.0161290322580645,-0.016260162601626,-0.0026509126713625,-0.0083903702046243,0.0042067623705105,-0.669452181987001,0.2175226586102719,0.621551724137931,-0.0264054514480408,0.0,0,2022-06-30,2022-06-30,2022-06-30,GOOGL,2022-06-29,67894332438,72120708671,69798841230,19332843750,28999265625,24166054687,16413468750,24620203125,20516835937,13501687500,20252531250,16877109375,8679656250,13019484375,10849570312,1.26598,1.32166,1.2103,21,19,2022-06-30,2022-06-30
GOOGL,2022-10-25,98.88286590576172,103.69650268554688,94.2181167602539,91.5284423828125,86.31780242919922,86.66517639160156,-12.707017905950837,-13.590011475817072,-11.734301531492584,-12.48186196658862,-2.8547316269179057,-2.896271569369052,-8.385132926353977,-8.757662318047862,-8.016441665748264,-8.356033866839091,-14.638026757979176,-15.030671007273192,-14.46575820386619,,,,,,,-6.631945922118135,-6.065523862690635,-6.142782068455248,-5.781265333179228,-5.081345241226274,-5.031692155757578,amc,2022-10-25,2022-10-26,2022-10-19,2022-10-25,2022-10-27,2022-11-02,2022-11-09,2022-10-19,2022-11-09,5,10,2022-10-25,2022-09-30,8,69092000000,20380000000,16334000000,13910000000,1.07,70976575302,22977309338,18273238520,16452952528,1.26337,-1884575302,-2.655207431439561,-2597309338,-11.303801066491957,-1939238520,-10.612451196746049,-2542952528,-15.455903879090071,-0.19337,-15.305888219603128,2022-09-30,GOOGL,2022-09-30,2022,Q3,USD,-0.008509722321877,0.0350119585437151,-0.0416108739041459,-0.0333852507504715,0.0438979778477797,-0.0164068908941755,0.0450980392156862,0.0,0.0333366454689984,0.0343406593406593,0.2654320987654321,0.216867469879518,0.03770197486535,-0.1137589145938424,-0.1191589986120392,-0.1462606500473335,-0.2287516600265604,-0.1307336582927134,-0.122950819672131,-0.1239669421487602,-0.0127582017010935,-0.0107254404337317,-0.1446824108498717,1.25,0.2754342431761786,-1.0546697038724373,-0.1307336582927134,0.0,0,2022-09-30,2022-09-30,2022-09-30,GOOGL,2022-09-29,69039931236,73337620219,70976575302,18381847470,27572771206,22977309338,14618590816,21927886225,18273238520,13162362022,19743543034,16452952528,6097393306,9146089960,7621741633,1.26337,1.26751,1.25923,15,23,2022-09-30,2022-09-30
GOOGL,2023-02-02,98.62481689453124,106.93204498291016,103.99424743652344,102.12834167480467,93.8608169555664,93.6424560546875,-4.830427157151962,-4.950990827318453,-4.492295372143317,-4.59632650241157,-1.794239400460762,-1.81053104384455,-9.74422213800079,-10.252257019276406,-9.954196157008122,-10.485171353078576,-4.615767237606844,-4.443855905324484,-5.923751980807117,,,,,,,-8.623264239007467,-8.051683594426818,-8.610358613510417,-8.54819708576285,-7.701088813705104,-8.928948867781164,amc,2023-02-02,2023-02-03,2023-01-27,2023-02-02,2023-02-06,2023-02-10,2023-02-17,2023-01-27,2023-02-17,5,10,2023-02-02,2022-12-31,9,76048000000,21438000000,17237000000,13624000000,1.06,76554794085,26985503364,21123747804,19923984563,1.1765,-506794085,-0.6620017610357601,-5547503364,-20.55734625058225,-3886747804,-18.399896836791452,-6299984563,-31.620103614712885,-0.1165,-9.90225244368891,2022-12-31,GOOGL,2022-12-31,2022,Q4,USD,0.1006773577259306,0.1342833301238847,0.0730742869193863,-0.0250782580690269,-0.0005840552905675,0.416736169029747,0.0366575263385769,0.0,0.0839944228087888,0.114152087302962,0.0715447154471544,-0.1089108910891089,0.0383094414236282,0.0519136408243375,0.0598190837467172,0.0563050575987186,0.5165733964700818,-0.0205607476635514,-0.0093457943925233,-0.0094339622641509,-0.0079230769230769,-0.0114530045048484,0.0552834578180482,0.1523096129837703,0.1070038910505836,-0.1230598669623059,-0.0205607476635514,0.0,0,2022-12-31,2022-12-31,2022-12-31,GOOGL,2022-12-29,74465944531,79101399168,76554794085,21588402691,32382604037,26985503364,16898998243,25348497365,21123747804,15939187650,23908781476,19923984563,9068395493,13602593240,11335494366,1.1765,1.22738,1.13477,15,27,2022-12-31,2022-12-31
GOOGL,2023-04-25,103.39874267578124,103.07121276855467,102.93226623535156,106.78317260742188,104.6195297241211,110.91197204589844,1.1806594710419116,1.1737440654832594,3.6013545772497713,3.538021882179182,3.741204301540724,3.6729191712399154,1.639197843863327,1.6259080302301228,7.752385235841896,7.466567951030492,2.785576588684223,3.4624808051304754,2.9489290724877595,,,,,,,0.8252771273039271,0.5781494117147237,-0.1613959902709494,5.614473606583721,5.021219722172836,3.460511629908706,amc,2023-04-25,2023-04-26,2023-04-19,2023-04-25,2023-04-27,2023-05-03,2023-05-10,2023-04-19,2023-05-10,5,10,2023-04-25,2023-03-31,10,69787000000,20920000000,18285000000,15051000000,1.18,68887000101,26240836110,23211981018,18986370060,1.07534,899999899,1.3064872874133695,-5320836110,-20.27693053565586,-4926981018,-21.22602553474137,-3935370060,-20.72734307592022,0.1046599999999999,9.732735692897128,2023-03-31,GOOGL,2023-03-31,2023,Q1,USD,-0.0823295813170629,-0.1338350970516665,-0.0376111629735174,0.0487303690841118,0.1169767215350151,-0.2623626373626374,-0.090491438117778,0.0,-0.034862059788876,-0.0952874516307352,0.2094081942336874,-0.1111111111111111,-0.3727683884789335,-0.0241627017445657,-0.0410242290748898,0.0617017554091094,-0.1047402781720125,0.1047416324133881,0.1132075471698112,0.1142857142857141,-0.0057377684732883,-0.0095775083030817,0.0607994430585368,-1.942578548212351,0.2601054481546573,1.7798617966436328,0.1047416324133881,0.0,0,2023-03-31,2023-03-31,2023-03-31,GOOGL,2023-03-29,67007371514,71178535029,68887000101,20992668888,31489003332,26240836110,18569584814,27854377221,23211981018,15189096048,22783644073,18986370060,8501125246,12751687868,10626406557,1.07534,1.12184,1.0372,26,24,2023-03-31,2023-03-31
