ticker,earnings_date,announce_timing,pre_close_date,day0_date,dt_m5,dt_m1,dt_p1,dt_p5,dt_p10,path_start,path_end,pre_bdays,post_bdays
GOOGL,2021-02-02,amc,2021-02-02,2021-02-03,2021-01-27,2021-02-02,2021-02-04,2021-02-10,2021-02-18,2021-01-27,2021-02-18,5,10
GOOGL,2021-04-27,amc,2021-04-27,2021-04-28,2021-04-21,2021-04-27,2021-04-29,2021-05-05,2021-05-12,2021-04-21,2021-05-12,5,10
GOOGL,2021-07-27,amc,2021-07-27,2021-07-28,2021-07-21,2021-07-27,2021-07-29,2021-08-04,2021-08-11,2021-07-21,2021-08-11,5,10
GOOGL,2021-10-26,amc,2021-10-26,2021-10-27,2021-10-20,2021-10-26,2021-10-28,2021-11-03,2021-11-10,2021-10-20,2021-11-10,5,10
GOOGL,2022-02-01,amc,2022-02-01,2022-02-02,2022-01-26,2022-02-01,2022-02-03,2022-02-09,2022-02-16,2022-01-26,2022-02-16,5,10
GOOGL,2022-04-26,amc,2022-04-26,2022-04-27,2022-04-20,2022-04-26,2022-04-28,2022-05-04,2022-05-11,2022-04-20,2022-05-11,5,10
GOOGL,2022-07-26,amc,2022-07-26,2022-07-27,2022-07-20,2022-07-26,2022-07-28,2022-08-03,2022-08-10,2022-07-20,2022-08-10,5,10
GOOGL,2022-10-25,amc,2022-10-25,2022-10-26,2022-10-19,2022-10-25,2022-10-27,2022-11-02,2022-11-09,2022-10-19,2022-11-09,5,10
GOOGL,2023-02-02,amc,2023-02-02,2023-02-03,2023-01-27,2023-02-02,2023-02-06,2023-02-10,2023-02-17,2023-01-27,2023-02-17,5,10
GOOGL,2023-04-25,amc,2023-04-25,2023-04-26,2023-04-19,2023-04-25,2023-04-27,2023-05-03,2023-05-10,2023-04-19,2023-05-10,5,10
GOOGL,2023-07-25,amc,2023-07-25,2023-07-26,2023-07-19,2023-07-25,2023-07-27,2023-08-02,2023-08-09,2023-07-19,2023-08-09,5,10
GOOGL,2023-10-24,amc,2023-10-24,2023-10-25,2023-10-18,2023-10-24,2023-10-26,2023-11-01,2023-11-08,2023-10-18,2023-11-08,5,10
GOOGL,2024-01-30,amc,2024-01-30,2024-01-31,2024-01-24,2024-01-30,2024-02-01,2024-02-07,2024-02-14,2024-01-24,2024-02-14,5,10
GOOGL,2024-04-25,amc,2024-04-25,2024-04-26,2024-04-19,2024-04-25,2024-04-29,2024-05-03,2024-05-10,2024-04-19,2024-05-10,5,10
GOOGL,2024-07-23,amc,2024-07-23,2024-07-24,2024-07-17,2024-07-23,2024-07-25,2024-07-31,2024-08-07,2024-07-17,2024-08-07,5,10
GOOGL,2025-02-04,amc,2025-02-04,2025-02-05,2025-01-29,2025-02-04,2025-02-06,2025-02-12,2025-02-20,2025-01-29,2025-02-20,5,10
GOOGL,2025-07-23,amc,2025-07-23,2025-07-24,2025-07-17,2025-07-23,2025-07-25,2025-07-31,2025-08-07,2025-07-17,2025-08-07,5,10
GOOGL,2025-10-29,amc,2025-10-29,2025-10-30,2025-10-23,2025-10-29,2025-10-31,2025-11-06,2025-11-13,2025-10-23,2025-11-13,5,10
